r_mean,g_mean,b_mean,r_std,g_std,b_std,r_min,g_min,b_min,r_max,g_max,b_max,label
253.4970703125,104.92529296875,179.805908203125,7.053125083832071,9.974028036141256,9.988185122746817,205,55,130,255,155,230,happy
253.505126953125,104.824951171875,179.922119140625,6.990819390143165,9.692910409399596,9.7783561514637,206,55,130,255,155,230,happy
253.63037109375,104.9833984375,179.96923828125,6.532266327846288,9.969519845540333,9.59212277557265,206,55,130,255,155,230,happy
253.46337890625,222.806884765625,1.429931640625,7.039725912757013,9.191116500288596,6.797322010819003,205,173,0,255,255,50,happy
253.5810546875,214.956298828125,1.662109375,6.7293355898917895,9.347945043468203,7.44364175533637,205,165,0,255,255,50,happy
253.57373046875,238.3125,212.93994140625,6.692129921069816,7.777735149932788,9.68323022822533,205,189,163,255,255,255,happy
253.54443359375,191.905517578125,202.930419921875,6.890251426344793,9.698940262347307,9.914837189956934,205,142,153,255,242,253,happy
253.59521484375,253.480712890625,101.848876953125,6.746035913021784,6.930924465387857,10.030513198626888,205,205,52,255,255,152,happy
253.625244140625,230.7568359375,185.929931640625,6.691473515713046,8.460180866932367,10.099854123483146,205,181,136,255,255,236,happy
253.579833984375,253.643798828125,101.809326171875,6.68873919387569,6.5378872990079815,10.020487847125665,205,205,52,255,255,152,happy
253.72412109375,234.5234375,204.785888671875,6.234164643144766,8.114472596992595,9.890454979349714,205,185,155,255,255,255,happy
239.248291015625,229.755615234375,139.799560546875,7.482963855046669,8.293569416388545,9.72613815852705,190,180,90,255,255,190,happy
253.451171875,191.84228515625,202.880126953125,7.227170318610804,9.867507494451722,10.211199216399997,205,142,153,255,242,253,happy
253.462890625,246.814208984375,219.682861328125,7.04783390397625,7.1575737899017176,9.390261495476382,205,198,170,255,255,255,happy
253.617431640625,105.07861328125,180.1728515625,6.609384518699916,9.676413597416198,9.566324055304175,205,55,130,255,155,230,happy
253.443603515625,253.409423828125,1.192626953125,7.068011062105813,7.193652194441184,5.9641060413573115,205,205,0,255,255,50,happy
253.575927734375,215.16796875,1.55322265625,6.842294124444131,9.753735731388945,7.117292937283929,205,165,0,255,255,50,happy
253.431884765625,104.8115234375,180.105224609375,7.132106445230332,9.887285871152315,9.772530660783667,205,55,130,255,155,230,happy
253.54248046875,238.3486328125,213.030029296875,6.871742985573222,7.739757475983879,9.652043308968532,205,189,163,255,255,255,happy
253.576171875,246.93505859375,219.822998046875,6.674348823702503,7.063826022949905,9.348930858617734,205,198,170,255,255,255,happy
253.56396484375,182.04443359375,192.648193359375,6.731514785786631,9.861738438568855,10.025602560294676,205,132,143,255,232,243,happy
253.563232421875,246.99462890625,219.595703125,6.854223271883097,6.813859558932216,9.531230588799394,205,198,170,255,255,255,happy
253.590087890625,164.895751953125,1.37646484375,6.766342296855276,9.809868353364775,6.598626218495808,205,115,0,255,215,50,happy
253.601806640625,105.05078125,180.103271484375,6.685081824605788,9.928964463988601,9.600762351755717,205,55,130,255,155,230,happy
239.19140625,229.87158203125,140.097900390625,7.635142100672452,8.532458307123576,9.694802463711701,190,180,90,255,255,190,happy
253.53662109375,182.26513671875,192.66748046875,6.875896724827428,10.098828800676367,9.811618048522236,205,132,143,255,232,243,happy
253.67626953125,165.154052734375,1.527587890625,6.373252161561859,9.9869029556543,7.083846379848371,205,115,0,255,215,50,happy
253.560546875,246.9365234375,220.12158203125,6.913722349948523,6.879641474652817,9.149787770608514,205,198,170,255,255,255,happy
253.579833984375,182.08642578125,192.658447265625,6.708820684176826,10.41709979237673,9.934516647855393,205,132,143,255,232,243,happy
253.614990234375,230.403564453125,186.33544921875,6.668779280329225,8.223351669805865,10.190005117289687,205,181,136,255,255,236,happy
253.568603515625,246.954345703125,220.017822265625,6.683605802738062,7.030528828406285,8.83286237623303,205,198,170,255,255,255,happy
253.50830078125,230.7216796875,185.934326171875,7.00978873635152,8.369382369156634,10.011142885314065,205,181,136,255,255,236,happy
253.60888671875,104.94189453125,180.080810546875,6.657999999623,9.851660647043285,10.145068986144883,205,55,130,255,155,230,happy
253.611083984375,234.419677734375,204.977294921875,6.698032316353466,7.967977505060168,9.841950336826148,205,185,155,255,255,255,happy
253.62353515625,249.171875,205.102783203125,6.618907340163502,5.934970678371124,9.876727107069952,205,200,155,255,255,255,happy
253.59765625,238.48876953125,212.838623046875,6.66733484098676,7.46331332261829,9.973087930507035,205,189,163,255,255,255,happy
253.582275390625,104.90087890625,179.85546875,6.766117064838407,9.698000317850264,9.632536080533177,205,55,130,255,155,230,happy
253.5322265625,222.65380859375,1.453857421875,6.834392612820062,9.389378304645023,7.049269948014757,205,173,0,255,255,50,happy
253.642822265625,246.857421875,219.686767578125,6.617560109318369,7.178097354767591,9.439635556220448,205,198,170,255,255,255,happy
253.57861328125,253.460205078125,102.193359375,6.749759228262228,7.048789121752967,9.935913535105849,205,205,52,255,255,152,happy
253.73583984375,253.532470703125,1.491455078125,6.460633848497373,6.940871952855677,7.070130365881534,205,205,0,255,255,50,happy
253.498291015625,230.5478515625,186.340087890625,6.971446858301539,8.610078537125332,9.727754790984672,205,181,136,255,255,236,happy
253.466796875,191.888671875,203.058837890625,7.0507972104216865,9.651511205432234,9.81813159539542,205,142,153,255,242,253,happy
253.650634765625,248.68896484375,205.064697265625,6.393223385830899,7.338524424250869,9.894756927506894,205,200,155,255,255,255,happy
253.737060546875,248.8310546875,204.505859375,6.345093265438683,7.016426907186041,10.109530275263763,205,200,155,255,255,255,happy
253.5830078125,214.612548828125,1.447998046875,6.533749845748149,9.76546393604972,6.931390249933355,205,165,0,255,255,50,happy
253.613525390625,230.567138671875,185.87890625,6.628043424867813,8.366009879565578,9.8220238601808,205,181,136,255,255,236,happy
253.435546875,253.48583984375,101.74462890625,7.075709859330563,6.909380984120428,9.852412877601452,205,205,52,255,255,152,happy
253.740966796875,222.867919921875,1.41943359375,6.16734734582493,9.071029723443061,6.763142101526032,205,173,0,255,255,50,happy
253.491455078125,234.718994140625,204.966796875,6.959349407222643,8.025587167234054,9.956539891698835,205,185,155,255,255,255,happy
253.641357421875,104.998779296875,179.90380859375,6.71853477222012,9.82623682548456,9.642689970626124,205,55,130,255,155,230,happy
248.736083984375,248.88232421875,209.7587890625,7.280943307434252,6.871825976715155,9.717012550605787,200,200,160,255,255,255,happy
239.484619140625,229.77978515625,140.152587890625,7.308075434351022,8.487429903103305,9.886485021293444,190,180,90,255,255,190,happy
253.61279296875,248.869140625,204.968017578125,6.678072532265621,6.7175482096502,9.91724560187031,205,200,155,255,255,255,happy
253.664306640625,238.257080078125,212.949951171875,6.499613525748783,8.17810611321816,9.382870914553727,205,189,163,255,255,255,happy
249.025146484375,248.808837890625,210.213623046875,6.447663584679227,7.133754901947802,9.792501513758824,200,200,160,255,255,255,happy
253.616943359375,253.56591796875,1.373291015625,6.551813921117425,6.777472344753306,6.493052139269995,205,205,0,255,255,50,happy
253.651611328125,181.99169921875,193.006103515625,6.594302579134823,9.76758377572369,9.853750468424295,205,132,143,255,232,243,happy
253.719970703125,191.850830078125,202.726806640625,6.308898384604613,9.989054766657494,9.69779312834979,205,142,153,255,242,253,happy
253.699951171875,253.69921875,101.682861328125,6.380631703453492,6.346663383889084,9.972068374824572,205,205,52,255,255,152,happy
248.992919921875,248.865478515625,209.812255859375,6.595245584936071,6.9745785368806725,9.635934139824533,200,200,160,255,255,255,happy
253.499755859375,222.745361328125,1.37939453125,7.0719654448318225,9.182362135156767,6.611949500405125,205,173,0,255,255,50,happy
253.448486328125,246.846923828125,219.9208984375,7.148042690860202,7.227859195154475,9.377192075672763,205,198,170,255,255,255,happy
253.705322265625,253.498291015625,1.406982421875,6.561854952944984,7.015955379837617,6.916892258190073,205,205,0,255,255,50,happy
253.562744140625,234.701904296875,204.861083984375,6.9212555231379245,7.730681333081413,10.07554420428385,205,185,155,255,255,255,happy
253.6103515625,253.59765625,102.048828125,6.637446318156088,6.688429723267333,10.290106301161762,205,205,52,255,255,152,happy
253.48681640625,165.293701171875,1.514892578125,6.959342165776579,9.847168026253247,6.915736759728987,205,115,0,255,215,50,happy
253.703125,164.829345703125,1.4580078125,6.342383627479893,9.673146027228324,6.771067696452234,205,115,0,255,215,50,happy
253.375,105.033203125,180.1484375,7.400577996852678,10.019189161740597,10.06067712040764,205,55,130,255,155,230,happy
253.45849609375,215.02197265625,1.45947265625,6.986471028048853,9.707841829347412,6.708409056226265,205,165,0,255,255,50,happy
253.39208984375,214.539306640625,1.4287109375,7.162120676564875,9.99208270115659,6.735502073495923,205,165,0,255,255,50,happy
253.551513671875,105.19580078125,180.087890625,6.853502088192573,10.134435319324007,9.989036462882048,205,55,130,255,155,230,happy
253.532958984375,104.89892578125,179.94091796875,6.8402450809783835,9.92717815059013,10.045911478735187,205,55,130,255,155,230,happy
253.3525390625,253.700439453125,1.488525390625,7.386493520061574,6.375487098597326,6.900015934462738,205,205,0,255,255,50,happy
253.517333984375,191.962158203125,203.06982421875,6.826690518782559,9.796129040099679,9.799055656846528,205,142,153,255,242,253,happy
253.56884765625,246.866455078125,219.660400390625,6.753518053131929,7.2544428555517895,9.449710345875017,205,198,170,255,255,255,happy
248.80615234375,248.710693359375,209.996826171875,7.028646826464279,7.42320993966325,9.425423755656295,200,200,160,255,255,255,happy
253.5634765625,105.12646484375,180.17578125,6.7049548801437275,9.972135142462987,9.603992871569014,205,55,130,255,155,230,happy
253.59326171875,182.0537109375,193.125732421875,6.69706482362354,10.07474729727465,9.690627617637283,205,132,143,255,232,243,happy
253.548583984375,182.048583984375,193.150146484375,6.906750755797711,9.867225625756577,10.052215482735875,205,132,143,255,232,243,happy
253.54296875,105.255615234375,179.853759765625,6.8587598937616585,9.6116152222236,9.782365677430738,205,55,130,255,155,230,happy
253.441162109375,192.21923828125,202.876220703125,7.0569291508507295,9.769600740999325,9.8692161154035,205,142,153,255,242,253,happy
253.528564453125,253.71337890625,1.47802734375,6.87113986018824,6.432254895145057,7.010281624327037,205,205,0,255,255,50,happy
253.670166015625,215.027587890625,1.44287109375,6.532173123442635,9.866935524399958,6.860151433774671,205,165,0,255,255,50,happy
253.546142578125,222.69921875,1.35302734375,6.867845692517704,9.13884113870016,6.473984945114162,205,173,0,255,255,50,happy
253.608154296875,246.891357421875,219.854736328125,6.69355901860643,7.133298587844431,9.423061286678994,205,198,170,255,255,255,happy
253.524658203125,253.592041015625,102.038330078125,6.865112021428977,6.693982338279114,10.043010315425148,205,205,52,255,255,152,happy
253.47265625,191.917236328125,202.81591796875,7.106969673801622,10.003648542356572,9.786505204528881,205,142,153,255,242,253,happy
248.833740234375,248.91259765625,210.1171875,6.925767406916675,6.695393814429963,9.839356038181247,200,201,160,255,255,255,happy
253.4775390625,165.221923828125,1.369384765625,7.06014779679127,9.682474392498301,6.564287718732259,205,115,0,255,215,50,happy
253.639404296875,230.576416015625,186.08251953125,6.576851868828489,8.448460499481902,9.8113816589822,205,181,136,255,255,236,happy
253.39794921875,253.536865234375,102.2255859375,7.11521639783684,6.931311170928952,9.763881826842859,205,205,52,255,255,152,happy
253.6337890625,165.011474609375,1.482421875,6.560094119885428,10.008059016935537,6.8729175534864,205,115,0,255,215,50,happy
253.661376953125,238.436767578125,212.957275390625,6.535310673870072,7.500417026210864,9.725474000254628,205,189,163,255,255,255,happy
253.47607421875,182.14111328125,193.2763671875,7.011389577465481,10.108112321205422,9.828772737296521,205,132,143,255,232,243,happy
253.602294921875,248.85009765625,204.989501953125,6.694489966024939,6.9518425776795505,9.76751917359965,205,200,155,255,255,255,happy
253.484375,234.552490234375,205.0048828125,7.059820426407813,7.855331256560429,9.691177506920512,205,185,155,255,255,255,happy
248.814453125,248.69775390625,209.7138671875,6.9049239460639775,7.078346080569448,9.8335841895827,200,200,160,255,255,255,happy
253.71630859375,234.48486328125,204.837890625,6.316527771827643,8.191331723901522,9.806954535903953,205,185,155,255,255,255,happy
248.893310546875,248.89453125,210.02783203125,6.832581796159991,6.819456695663038,9.58841498583246,200,200,160,255,255,255,happy
253.691650390625,238.437744140625,212.88330078125,6.503633945939246,7.527750171563445,9.746396291314197,205,189,163,255,255,255,happy
253.558837890625,234.37890625,204.9765625,6.7892345718333225,8.061530003120433,9.438609077008845,205,185,155,255,255,255,happy
253.466064453125,191.69091796875,202.819580078125,7.139706638137053,9.80780518346018,10.00465796884959,205,142,153,255,242,253,happy
253.642578125,104.802001953125,179.9921875,6.512471778500962,9.654004891510501,9.696363762506218,205,55,130,255,155,230,happy
253.73779296875,253.58203125,102.0869140625,6.303257265911258,6.739619432339889,9.632721367595957,205,205,52,255,255,152,happy
253.390380859375,249.003173828125,204.902099609375,7.175682897833393,6.3819845075759964,9.77358103341045,205,200,155,255,255,255,happy
253.545654296875,246.918701171875,219.939453125,6.884961934638916,7.038606004381869,9.504585966175894,205,198,170,255,255,255,happy
253.4814453125,214.951904296875,1.546630859375,7.015687462203671,9.193576927682495,7.123099621597605,205,165,0,255,255,50,happy
253.4736328125,105.1953125,180.10986328125,6.973813189097005,10.272718606026048,9.640163602251935,205,55,130,255,155,230,happy
253.557373046875,181.79638671875,192.964111328125,6.770918781523839,9.989474276417083,9.497297677503115,205,132,143,255,232,243,happy
253.54736328125,238.56494140625,213.0126953125,6.87891954185679,7.316083616850909,9.312491346521645,205,189,163,255,255,255,happy
253.60107421875,192.058837890625,202.822998046875,6.724673175315219,10.10287440809554,9.71051542204197,205,142,153,255,242,253,happy
253.62646484375,253.607421875,1.412841796875,6.555176181331459,6.711273717840116,6.585949260841448,205,205,0,255,255,50,happy
253.580078125,253.58447265625,1.41796875,6.6677155941069115,6.686856943033556,6.848500732297065,205,205,0,255,255,50,happy
253.580810546875,222.833984375,1.487060546875,6.605204278579412,9.045796964253944,6.917258516424901,205,173,0,255,255,50,happy
253.5478515625,234.489990234375,204.800537109375,6.80013609076806,8.13361306697965,9.905609684776527,205,185,155,255,255,255,happy
248.5830078125,248.76171875,209.82373046875,7.411057533548364,6.990287582310075,9.540373878410264,200,200,160,255,255,255,happy
239.22607421875,229.671875,140.066650390625,7.838809687868214,8.557722777738539,9.857564766008618,190,180,90,255,255,190,happy
253.65771484375,181.8017578125,193.169189453125,6.519653959130877,10.25796455218311,9.752074995908627,205,132,143,255,232,243,happy
253.64990234375,246.921142578125,219.92529296875,6.581445123400958,6.998247706400527,9.226468427341624,205,198,170,255,255,255,happy
253.585205078125,234.2880859375,205.027587890625,6.673581153111252,8.235724785507026,10.132880355501879,205,185,155,255,255,255,happy
248.833984375,248.702392578125,210.017578125,6.838773686195929,7.2193962195996635,9.985545392755045,200,200,160,255,255,255,happy
253.696044921875,253.494873046875,101.84130859375,6.521010512747011,6.937990768360221,9.745176723966189,205,205,52,255,255,152,happy
253.626953125,215.06982421875,1.560302734375,6.55103135470307,9.584100785140249,7.173136211691292,205,165,0,255,255,50,happy
253.401123046875,247.008056640625,219.67724609375,7.3000019202491115,6.897242679137572,9.222183144312975,205,198,170,255,255,255,happy
253.5810546875,253.5009765625,1.547119140625,6.6715473032036785,7.080625180912748,7.069391445632839,205,205,0,255,255,50,happy
253.465576171875,214.857421875,1.33642578125,7.080955322645894,9.884251184499082,6.4733227586348825,205,165,0,255,255,50,happy
253.371826171875,165.053955078125,1.3662109375,7.398214072989763,9.958202148049592,6.543922432246227,205,115,0,255,215,50,happy
253.585205078125,248.798583984375,204.63134765625,6.7341078729599895,7.017779314749414,9.952221492558715,205,200,155,255,255,255,happy
253.414306640625,253.621826171875,1.472412109375,7.157920138605839,6.642760846598068,6.85321268198652,205,205,0,255,255,50,happy
253.562744140625,164.797119140625,1.45751953125,6.804644890004711,10.37815753445785,6.8894487445313635,205,115,0,255,215,50,happy
253.640625,253.476318359375,1.559814453125,6.5817611684202735,7.019255444304425,7.088402194338112,205,205,0,255,255,50,happy
