r,g,b,label
253.654541015625,249.0,204.965087890625,happy
253.462890625,222.767822265625,1.361083984375,happy
253.502685546875,253.59326171875,102.100830078125,happy
253.3544921875,253.6943359375,102.002685546875,happy
253.609619140625,181.745361328125,192.7470703125,happy
253.4814453125,164.974365234375,1.240966796875,happy
253.56201171875,181.779052734375,192.96923828125,happy
253.66259765625,238.063232421875,212.9052734375,happy
253.557373046875,191.873779296875,203.046630859375,happy
253.61669921875,214.689697265625,1.398193359375,happy
253.56787109375,104.947509765625,180.02099609375,happy
253.45263671875,238.2646484375,213.18212890625,happy
253.503662109375,253.5166015625,102.039306640625,happy
253.584228515625,253.461181640625,1.510009765625,happy
253.5458984375,248.84130859375,204.910400390625,happy
253.658447265625,222.806640625,1.384521484375,happy
253.52978515625,105.116455078125,179.93994140625,happy
253.567626953125,214.992431640625,1.272216796875,happy
253.373779296875,191.6005859375,202.892822265625,happy
253.485595703125,164.990234375,1.33740234375,happy
253.4853515625,238.4306640625,212.669921875,happy
253.63037109375,192.205322265625,202.944091796875,happy
253.504638671875,181.90673828125,192.785888671875,happy
253.535888671875,191.9404296875,202.832275390625,happy
253.61376953125,105.156494140625,179.896240234375,happy
253.641845703125,253.48388671875,1.350341796875,happy
253.497314453125,104.955078125,179.552001953125,happy
253.48291015625,191.7197265625,202.770751953125,happy
253.487060546875,253.6142578125,102.01171875,happy
253.5947265625,238.572265625,212.813720703125,happy
253.577392578125,248.68701171875,204.8564453125,happy
253.570556640625,164.984619140625,1.443359375,happy
253.5810546875,238.5400390625,212.845947265625,happy
253.576904296875,191.990478515625,202.511474609375,happy
253.646240234375,182.30029296875,193.048583984375,happy
253.623291015625,214.9775390625,1.617431640625,happy
253.5634765625,253.6142578125,1.37060546875,happy
253.541748046875,253.45703125,1.4970703125,happy
253.74658203125,222.819580078125,1.36962890625,happy
253.485107421875,248.805908203125,204.929443359375,happy
253.375,214.783203125,1.37890625,happy
253.566650390625,164.669189453125,1.291015625,happy
253.505615234375,192.28125,202.971435546875,happy
253.408447265625,165.06005859375,1.390625,happy
253.625,181.93408203125,192.918212890625,happy
253.666259765625,238.272705078125,213.000244140625,happy
253.37255859375,181.593994140625,193.04833984375,happy
253.552978515625,253.439697265625,1.35400390625,happy
253.584228515625,165.097900390625,1.532470703125,happy
253.7197265625,182.02880859375,193.1533203125,happy
253.440673828125,164.986083984375,1.37109375,happy
253.520263671875,192.125244140625,202.94775390625,happy
253.60791015625,104.80908203125,179.902587890625,happy
253.556640625,248.83837890625,204.941162109375,happy
253.5810546875,164.84521484375,1.41357421875,happy
253.563232421875,215.015625,1.208251953125,happy
253.633056640625,182.092041015625,192.732421875,happy
253.53564453125,238.31591796875,213.00439453125,happy
253.489501953125,222.527099609375,1.234375,happy
253.60595703125,104.9052734375,179.84375,happy
253.50732421875,222.449462890625,1.406005859375,happy
253.54638671875,223.072265625,1.3583984375,happy
253.515625,248.8310546875,204.736083984375,happy
253.638671875,238.30322265625,212.818115234375,happy
253.60205078125,253.60205078125,101.993896484375,happy
253.39697265625,222.94921875,1.465087890625,happy
253.37744140625,253.629638671875,1.3583984375,happy
253.5849609375,165.062744140625,1.303466796875,happy
253.56640625,222.3212890625,1.4814453125,happy
253.38037109375,104.834716796875,179.998046875,happy
253.602294921875,222.936279296875,1.2666015625,happy
253.173828125,215.2197265625,1.376220703125,happy
253.53662109375,238.38427734375,212.65185546875,happy
253.598388671875,191.887451171875,202.8203125,happy
253.62109375,238.28564453125,212.896484375,happy
253.671875,238.3759765625,212.696533203125,happy
253.442626953125,248.814453125,204.882568359375,happy
253.529541015625,104.93701171875,179.9794921875,happy
253.576171875,104.91650390625,179.9375,happy
253.371826171875,249.036376953125,204.912109375,happy
253.494873046875,181.961181640625,193.2119140625,happy
253.578125,181.984619140625,193.178466796875,happy
253.486572265625,182.065673828125,193.126953125,happy
253.49853515625,248.91259765625,205.11328125,happy
253.619873046875,253.504638671875,102.152099609375,happy
253.4892578125,238.25390625,212.74072265625,happy
253.612060546875,105.029541015625,180.038330078125,happy
253.470947265625,105.060302734375,179.953857421875,happy
253.531982421875,248.920654296875,204.788330078125,happy
253.59375,214.674072265625,1.44921875,happy
253.464599609375,192.132568359375,203.10302734375,happy
253.619140625,222.62890625,1.43017578125,happy
253.5263671875,214.966796875,1.412841796875,happy
253.528076171875,164.771240234375,1.441162109375,happy
253.550537109375,182.049072265625,192.910400390625,happy
253.466796875,214.9501953125,1.397216796875,happy
253.444091796875,238.26123046875,213.09423828125,happy
253.44287109375,248.71630859375,204.9013671875,happy
253.716064453125,253.59814453125,1.363037109375,happy
253.6630859375,182.024658203125,193.0234375,happy
253.55224609375,248.703369140625,204.753662109375,happy
253.543701171875,164.647705078125,1.333984375,happy
253.5439453125,192.125244140625,202.947021484375,happy
253.635986328125,238.4521484375,212.992431640625,happy
253.458740234375,181.982666015625,192.73681640625,happy
253.3173828125,248.9384765625,204.669921875,happy
253.569091796875,222.666259765625,1.446533203125,happy
65.246826171875,105.0341796875,224.709228515625,sad
64.988525390625,104.96923828125,224.786865234375,sad
64.94189453125,104.81787109375,224.75537109375,sad
65.01025390625,104.857177734375,224.514404296875,sad
135.03173828125,205.956787109375,248.902587890625,sad
71.805908203125,60.990966796875,139.090087890625,sad
135.1904296875,206.041748046875,248.7734375,sad
99.97900390625,149.008056640625,236.3203125,sad
175.726806640625,196.093505859375,221.604248046875,sad
135.003173828125,205.80712890625,248.676025390625,sad
118.621826171875,135.710693359375,152.882080078125,sad
175.946533203125,195.7724609375,221.66650390625,sad
70.070068359375,129.7412109375,180.020263671875,sad
1.3349609375,1.396484375,127.8642578125,sad
134.85595703125,206.103515625,248.79638671875,sad
1.564697265625,1.302734375,128.024169921875,sad
70.099365234375,129.815185546875,179.845947265625,sad
135.203125,205.72509765625,248.769287109375,sad
25.116943359375,25.357177734375,111.823974609375,sad
135.1103515625,206.09228515625,248.879638671875,sad
1.298828125,1.346923828125,127.83642578125,sad
118.936767578125,135.80908203125,153.07373046875,sad
100.01513671875,149.142822265625,236.26708984375,sad
134.702880859375,205.719482421875,248.965087890625,sad
25.1357421875,25.361572265625,111.837158203125,sad
1.549072265625,1.3701171875,127.935302734375,sad
134.875,205.877197265625,248.859130859375,sad
69.878173828125,129.845703125,179.7353515625,sad
30.27392578125,143.943359375,253.677734375,sad
69.8720703125,130.18408203125,179.9794921875,sad
30.220947265625,143.94384765625,253.521484375,sad
30.385498046875,144.050537109375,253.4541015625,sad
65.265869140625,104.80029296875,224.607666015625,sad
100.177490234375,149.078125,236.516845703125,sad
69.95166015625,130.17529296875,179.939208984375,sad
64.80859375,104.953857421875,224.606201171875,sad
176.09619140625,195.865478515625,221.698974609375,sad
175.769287109375,195.90869140625,221.782470703125,sad
1.33984375,1.42529296875,128.053466796875,sad
134.908447265625,206.00732421875,248.751708984375,sad
30.39501953125,143.83642578125,253.502685546875,sad
1.563232421875,1.537109375,127.8076171875,sad
1.3623046875,1.420166015625,127.893310546875,sad
99.745361328125,148.754150390625,236.420654296875,sad
25.5283203125,25.209716796875,112.000732421875,sad
30.258544921875,143.965087890625,253.54833984375,sad
69.673828125,129.986083984375,179.81103515625,sad
30.5927734375,143.96533203125,253.39501953125,sad
71.87353515625,60.698486328125,138.984619140625,sad
65.1025390625,104.82080078125,224.560791015625,sad
99.7421875,148.885498046875,236.381591796875,sad
119.009521484375,136.01318359375,153.25048828125,sad
99.87841796875,148.8857421875,236.251708984375,sad
71.757568359375,60.770263671875,138.823486328125,sad
175.841796875,196.243408203125,221.82080078125,sad
69.982666015625,129.880859375,179.98388671875,sad
30.27783203125,144.12158203125,253.2578125,sad
25.26611328125,25.374267578125,111.901611328125,sad
65.152099609375,104.980712890625,224.66455078125,sad
69.79150390625,129.788330078125,179.87548828125,sad
119.0791015625,135.826904296875,152.810546875,sad
1.379638671875,1.281982421875,127.98583984375,sad
25.4921875,25.150390625,111.740478515625,sad
25.1904296875,25.330322265625,111.8984375,sad
30.145263671875,143.99169921875,253.480712890625,sad
100.17724609375,149.11474609375,236.44775390625,sad
175.94140625,195.943359375,222.008056640625,sad
64.890380859375,104.8935546875,224.717529296875,sad
1.41015625,1.1845703125,128.13525390625,sad
175.78955078125,195.9150390625,221.3115234375,sad
30.162353515625,144.05615234375,253.568115234375,sad
69.944091796875,129.787109375,179.88671875,sad
134.734375,206.0732421875,248.826171875,sad
64.799560546875,105.204345703125,224.703857421875,sad
64.933349609375,105.007080078125,224.572265625,sad
119.004150390625,136.0,152.987060546875,sad
25.5283203125,25.206787109375,111.854248046875,sad
69.814453125,129.969482421875,179.930908203125,sad
30.256591796875,143.80224609375,253.61669921875,sad
71.773193359375,60.718505859375,138.87060546875,sad
1.306640625,1.38623046875,128.129638671875,sad
72.110595703125,60.86669921875,138.8994140625,sad
69.906494140625,129.923828125,180.1708984375,sad
1.501220703125,1.385009765625,127.988525390625,sad
134.91357421875,206.0478515625,248.819091796875,sad
64.812255859375,104.9150390625,224.6572265625,sad
99.9921875,149.019287109375,236.470947265625,sad
134.83544921875,206.001220703125,248.819580078125,sad
69.935302734375,129.818603515625,180.10986328125,sad
69.868896484375,129.80712890625,180.052734375,sad
69.6298828125,129.67578125,179.837646484375,sad
65.1796875,105.02294921875,224.837646484375,sad
65.2841796875,104.9208984375,224.613525390625,sad
30.006103515625,143.983154296875,253.52197265625,sad
25.149658203125,25.543701171875,112.219482421875,sad
175.98486328125,196.0849609375,221.644775390625,sad
69.900390625,129.896240234375,180.09521484375,sad
70.075927734375,129.824951171875,179.794921875,sad
118.75390625,135.89404296875,152.8349609375,sad
134.807373046875,205.935546875,248.734130859375,sad
30.16357421875,144.234375,253.53662109375,sad
119.0712890625,136.313720703125,153.02099609375,sad
135.179931640625,206.030517578125,248.772216796875,sad
134.882080078125,205.925048828125,248.9912109375,sad
70.037109375,129.799072265625,179.834228515625,sad
69.949951171875,130.00830078125,180.059814453125,sad
118.97265625,136.076171875,153.0263671875,sad
99.974609375,148.771484375,236.380859375,sad
64.811279296875,105.019775390625,224.733642578125,sad
1.417236328125,1.46826171875,128.111572265625,sad
118.8623046875,136.03369140625,152.810302734375,sad
1.27783203125,1.318115234375,127.9658203125,sad
69.80322265625,130.008056640625,179.922119140625,sad
1.32080078125,1.360107421875,128.132080078125,sad
69.732177734375,129.96484375,179.900146484375,sad
30.26220703125,143.943115234375,253.421630859375,sad
1.399169921875,1.31591796875,127.93212890625,sad
134.94970703125,205.774658203125,248.913330078125,sad
100.10107421875,148.962158203125,236.052978515625,sad
119.087890625,136.013671875,152.913818359375,sad
64.827392578125,105.195068359375,224.757568359375,sad
135.044677734375,205.80859375,248.834716796875,sad
99.756591796875,149.1767578125,236.369384765625,sad
99.69091796875,149.115478515625,236.3408203125,sad
64.839111328125,104.7802734375,224.63525390625,sad
1.455322265625,1.415771484375,127.72607421875,sad
1.4873046875,1.3447265625,128.10986328125,sad
118.9384765625,135.6640625,152.841552734375,sad
1.52587890625,1.44921875,127.9697265625,sad
69.943115234375,129.87939453125,179.798828125,sad
69.84033203125,129.740966796875,179.865234375,sad
134.793212890625,205.904052734375,248.844970703125,sad
99.756103515625,149.1728515625,236.34375,sad
69.92578125,129.888427734375,179.73681640625,sad
118.87353515625,136.110595703125,152.923828125,sad
99.984375,148.917724609375,236.29638671875,sad
99.6025390625,148.58984375,236.269775390625,sad
175.92724609375,195.982421875,221.864013671875,sad
118.85986328125,135.748779296875,152.964111328125,sad
118.81982421875,136.18115234375,152.981689453125,sad
99.853515625,148.775390625,236.224853515625,sad
100.0185546875,148.981689453125,236.17822265625,sad
118.995849609375,136.126708984375,152.935546875,sad
175.907470703125,195.966064453125,221.9931640625,sad
118.7138671875,135.962646484375,152.928955078125,sad
134.96923828125,205.697509765625,248.829833984375,sad
99.878173828125,149.052734375,236.189697265625,sad
25.278076171875,25.541748046875,112.006103515625,sad
69.923095703125,129.826904296875,180.104248046875,sad
1.52490234375,1.458251953125,127.909423828125,sad
25.39111328125,25.16748046875,111.988037109375,sad
1.328369140625,1.48974609375,128.026123046875,sad
65.048583984375,105.19873046875,224.6953125,sad
175.73779296875,196.230224609375,222.1142578125,sad
135.18310546875,206.00439453125,248.656005859375,sad
30.136962890625,143.65185546875,253.47802734375,sad
100.044921875,148.853271484375,236.2138671875,sad
118.973876953125,135.997802734375,152.82763671875,sad
175.9755859375,195.865234375,221.617919921875,sad
99.890380859375,149.06103515625,236.3583984375,sad
30.303955078125,144.322509765625,253.51220703125,sad
30.3583984375,144.040283203125,253.429443359375,sad
1.37646484375,1.281005859375,127.7509765625,sad
1.236083984375,1.45751953125,127.725830078125,sad
118.935546875,135.82958984375,153.025146484375,sad
1.284912109375,1.441162109375,127.864501953125,sad
99.8837890625,149.017333984375,236.292236328125,sad
72.058837890625,61.214111328125,139.028076171875,sad
25.147216796875,25.45556640625,111.84033203125,sad
176.369384765625,195.8427734375,221.864501953125,sad
175.9765625,195.99658203125,221.8955078125,sad
119.066650390625,135.972900390625,152.708740234375,sad
134.846923828125,205.694580078125,248.820556640625,sad
1.22509765625,1.463623046875,127.947265625,sad
134.969970703125,205.991455078125,248.62158203125,sad
175.93115234375,195.902099609375,221.721923828125,sad
175.79638671875,196.070068359375,221.89306640625,sad
119.042724609375,136.0009765625,153.076171875,sad
99.927490234375,148.645751953125,236.533203125,sad
176.092041015625,195.758056640625,221.824462890625,sad
119.138671875,136.093017578125,152.908203125,sad
64.907958984375,105.0458984375,224.538330078125,sad
65.173583984375,104.89111328125,224.6982421875,sad
69.90234375,130.026123046875,179.67626953125,sad
70.24951171875,129.9765625,179.893798828125,sad
135.00048828125,205.698486328125,248.89501953125,sad
29.994873046875,143.925048828125,253.605224609375,sad
25.353515625,25.188232421875,112.002685546875,sad
30.0693359375,143.849853515625,253.38916015625,sad
30.172119140625,144.154052734375,253.603515625,sad
30.349365234375,143.837646484375,253.6513671875,sad
30.0732421875,144.0341796875,253.510498046875,sad
1.2294921875,1.430908203125,127.77294921875,sad
65.0224609375,104.78173828125,224.588623046875,sad
99.6875,149.0458984375,236.428955078125,sad
118.90869140625,135.927001953125,152.920166015625,sad
65.23291015625,105.142578125,224.846435546875,sad
118.98681640625,136.05615234375,153.09228515625,sad
118.81005859375,135.72900390625,152.70751953125,sad
118.889404296875,136.0927734375,152.971435546875,sad
232.567626953125,150.16259765625,121.904296875,angry
253.626708984375,68.59765625,1.3583984375,angry
253.4365234375,69.01220703125,1.339599609375,angry
253.546142578125,99.010498046875,70.95068359375,angry
253.596923828125,76.923828125,76.71142578125,angry
204.94873046875,91.682861328125,91.73974609375,angry
253.69921875,98.840576171875,71.2578125,angry
253.611328125,68.887451171875,1.379638671875,angry
253.581298828125,68.922607421875,1.412841796875,angry
253.63134765625,1.309326171875,1.4267578125,angry
253.500732421875,76.97314453125,77.32275390625,angry
139.14892578125,1.412841796875,1.362060546875,angry
253.58837890625,68.726806640625,1.441162109375,angry
178.093994140625,33.998046875,34.20166015625,angry
139.0673828125,1.433349609375,1.421142578125,angry
177.673828125,34.106689453125,33.997314453125,angry
253.408447265625,69.1015625,1.543212890625,angry
177.939453125,34.023681640625,33.935302734375,angry
253.474853515625,68.92724609375,1.438720703125,angry
232.414794921875,149.658935546875,122.02099609375,angry
253.560302734375,68.6220703125,1.474365234375,angry
253.537109375,36.149169921875,1.32763671875,angry
138.94580078125,1.579345703125,1.5087890625,angry
177.57080078125,34.235107421875,34.021484375,angry
138.806884765625,1.3984375,1.4228515625,angry
253.5546875,77.01123046875,76.70751953125,angry
253.319580078125,98.769287109375,71.1796875,angry
253.32373046875,68.812255859375,1.5791015625,angry
219.718994140625,20.35107421875,60.169677734375,angry
253.50390625,1.266845703125,1.356201171875,angry
178.01171875,34.138671875,34.25634765625,angry
253.546630859375,98.99560546875,70.94873046875,angry
253.474609375,99.06494140625,71.0400390625,angry
253.510986328125,1.30419921875,1.547607421875,angry
219.99072265625,20.36865234375,59.990966796875,angry
253.4091796875,36.032470703125,1.45947265625,angry
253.427490234375,68.809814453125,1.34912109375,angry
232.341796875,149.8271484375,121.773681640625,angry
219.99365234375,20.485595703125,59.802734375,angry
253.58642578125,68.971435546875,1.411865234375,angry
138.875,1.467529296875,1.2841796875,angry
253.5771484375,69.00048828125,1.487548828125,angry
253.696533203125,36.08935546875,1.284912109375,angry
178.215576171875,34.0185546875,33.94482421875,angry
177.952392578125,33.95654296875,34.013916015625,angry
138.894775390625,1.285400390625,1.35791015625,angry
253.59814453125,99.061767578125,70.91357421875,angry
253.61474609375,1.451904296875,1.505126953125,angry
139.20654296875,1.267578125,1.2353515625,angry
253.561767578125,68.8359375,1.459716796875,angry
253.4052734375,76.859130859375,77.00634765625,angry
138.9638671875,1.380859375,1.294677734375,angry
232.56103515625,149.761962890625,122.220703125,angry
253.536865234375,98.862548828125,71.0009765625,angry
204.967041015625,92.12841796875,91.99072265625,angry
219.9169921875,20.3642578125,59.68798828125,angry
253.451171875,68.86767578125,1.495849609375,angry
253.51708984375,68.93701171875,1.43505859375,angry
138.811279296875,1.3935546875,1.473876953125,angry
253.57470703125,69.16162109375,1.43359375,angry
253.410888671875,1.246337890625,1.3447265625,angry
253.406982421875,98.845947265625,70.931640625,angry
138.665771484375,1.348876953125,1.479736328125,angry
219.85546875,20.297607421875,59.99951171875,angry
253.68212890625,36.162841796875,1.4052734375,angry
232.446533203125,150.16015625,121.658935546875,angry
139.35791015625,1.40283203125,1.302490234375,angry
253.372802734375,36.0693359375,1.395751953125,angry
253.609375,36.103271484375,1.39111328125,angry
253.6787109375,76.892333984375,77.033203125,angry
253.560546875,1.31787109375,1.40478515625,angry
219.898681640625,20.51025390625,59.9345703125,angry
177.903564453125,34.22998046875,34.013671875,angry
253.4423828125,76.952880859375,76.915283203125,angry
253.421630859375,99.101318359375,70.781494140625,angry
219.852294921875,20.574951171875,60.012451171875,angry
204.66552734375,92.056884765625,91.98583984375,angry
253.519775390625,99.003662109375,70.833740234375,angry
138.91455078125,1.24658203125,1.298583984375,angry
253.521484375,1.4296875,1.442138671875,angry
138.806396484375,1.392578125,1.359130859375,angry
219.89111328125,20.45263671875,59.943603515625,angry
253.582763671875,98.84619140625,71.20556640625,angry
253.51123046875,35.958984375,1.41748046875,angry
253.525146484375,35.84423828125,1.448974609375,angry
253.703369140625,36.0,1.253662109375,angry
232.550048828125,150.01123046875,121.957275390625,angry
177.951171875,34.12353515625,33.9404296875,angry
253.47119140625,36.1123046875,1.281982421875,angry
232.357177734375,149.70166015625,121.88916015625,angry
253.50146484375,35.986328125,1.173095703125,angry
204.96875,91.9091796875,91.953369140625,angry
253.600341796875,68.923095703125,1.311767578125,angry
232.35107421875,149.978759765625,122.126708984375,angry
253.466064453125,1.3662109375,1.40771484375,angry
219.931396484375,20.590576171875,60.100830078125,angry
138.811279296875,1.46044921875,1.241943359375,angry
205.174072265625,91.739501953125,91.805908203125,angry
219.692138671875,20.43310546875,59.65087890625,angry
253.588134765625,98.898681640625,70.926513671875,angry
253.62158203125,98.950927734375,70.63818359375,angry
204.923583984375,91.7421875,91.985107421875,angry
177.967041015625,34.23876953125,34.08935546875,angry
219.906005859375,20.416015625,60.096435546875,angry
232.703125,149.98681640625,121.991455078125,angry
177.947998046875,33.88427734375,34.034423828125,angry
253.6240234375,77.19482421875,76.90283203125,angry
253.7451171875,99.048828125,71.237060546875,angry
232.3984375,149.994140625,122.0576171875,angry
253.556396484375,76.8896484375,76.763427734375,angry
253.6650390625,36.153564453125,1.47412109375,angry
138.955810546875,1.39794921875,1.232177734375,angry
253.673828125,1.362548828125,1.418212890625,angry
253.5517578125,99.160888671875,70.78515625,angry
253.458984375,1.380615234375,1.416259765625,angry
253.55810546875,68.827880859375,1.251953125,angry
178.10009765625,33.970703125,34.16650390625,angry
177.846435546875,34.173828125,34.232421875,angry
219.67431640625,20.422607421875,60.1728515625,angry
138.888916015625,1.301513671875,1.25,angry
138.9052734375,1.319580078125,1.383056640625,angry
253.597412109375,76.9609375,76.96533203125,angry
253.59228515625,99.12646484375,71.0927734375,angry
177.986083984375,34.04931640625,33.990966796875,angry
253.524169921875,35.95849609375,1.5634765625,angry
253.586181640625,1.3232421875,1.499755859375,angry
253.510009765625,99.00048828125,70.968994140625,angry
178.091552734375,34.389404296875,34.123779296875,angry
220.022216796875,20.403076171875,59.702880859375,angry
253.581298828125,36.334228515625,1.3974609375,angry
253.656494140625,1.473388671875,1.226806640625,angry
253.464599609375,99.09130859375,70.964111328125,angry
177.84033203125,34.114501953125,34.24462890625,angry
139.26171875,1.4541015625,1.35693359375,angry
204.839599609375,91.755615234375,92.045654296875,angry
253.55517578125,1.41455078125,1.42578125,angry
177.822265625,34.11328125,34.319091796875,angry
253.593994140625,98.872314453125,71.142822265625,angry
177.8330078125,34.3115234375,33.798828125,angry
253.650146484375,68.706787109375,1.45361328125,angry
139.22900390625,1.535400390625,1.375,angry
253.61279296875,36.065673828125,1.48388671875,angry
219.845947265625,20.38916015625,59.948974609375,angry
253.529052734375,77.134765625,77.02734375,angry
219.73388671875,20.530029296875,59.7724609375,angry
177.781982421875,34.11572265625,33.9794921875,angry
232.772705078125,149.848876953125,122.1171875,angry
253.467529296875,1.44189453125,1.358642578125,angry
178.0908203125,33.871337890625,34.289794921875,angry
232.609130859375,149.719970703125,122.0283203125,angry
205.175537109375,92.03564453125,91.8232421875,angry
177.953125,34.052734375,34.011962890625,angry
177.93896484375,34.048095703125,34.0107421875,angry
232.343994140625,149.821044921875,121.725341796875,angry
253.6064453125,36.158447265625,1.2373046875,angry
232.46337890625,149.942138671875,121.900634765625,angry
204.83056640625,92.08203125,92.125732421875,angry
253.380859375,98.996826171875,71.169189453125,angry
204.8408203125,92.115966796875,91.680908203125,angry
253.5009765625,1.539794921875,1.430419921875,angry
253.55224609375,98.885009765625,70.646728515625,angry
232.3271484375,149.6982421875,121.8955078125,angry
232.408447265625,149.885009765625,122.051513671875,angry
204.86376953125,91.852294921875,91.70849609375,angry
138.95068359375,1.325439453125,1.48095703125,angry
139.035400390625,1.423095703125,1.276123046875,angry
232.2763671875,149.78515625,121.69921875,angry
139.09521484375,1.476806640625,1.198486328125,angry
232.558837890625,150.05224609375,121.868408203125,angry
253.53515625,1.3330078125,1.372314453125,angry
138.974853515625,1.39013671875,1.39208984375,angry
253.5517578125,76.746826171875,77.0966796875,angry
253.57958984375,36.054443359375,1.50830078125,angry
178.046630859375,34.126220703125,34.018310546875,angry
253.4970703125,76.685302734375,77.034423828125,angry
232.553466796875,150.02587890625,121.86767578125,angry
253.511474609375,98.78515625,70.906982421875,angry
253.47509765625,1.39404296875,1.559326171875,angry
253.71826171875,69.1640625,1.347412109375,angry
204.80810546875,91.82275390625,91.98876953125,angry
253.53369140625,35.864990234375,1.484130859375,angry
178.0361328125,34.0703125,34.016357421875,angry
220.0361328125,20.77880859375,59.80419921875,angry
219.801513671875,20.644287109375,59.931640625,angry
177.92724609375,34.1142578125,34.071044921875,angry
253.67724609375,98.931396484375,71.0791015625,angry
253.5830078125,1.42041015625,1.428955078125,angry
178.0546875,33.893798828125,34.13916015625,angry
253.464111328125,1.353271484375,1.390869140625,angry
232.7568359375,150.0146484375,121.80517578125,angry
253.571533203125,76.92724609375,76.908447265625,angry
253.3759765625,1.353271484375,1.34423828125,angry
253.659912109375,1.40771484375,1.553955078125,angry
204.851318359375,91.920166015625,92.29833984375,angry
